"","index","pval1"
"1",1,0.600541736981854
"2",2,0.937469794383054
"3",3,0.965147601213419
"4",4,0.990358193343817
"5",5,0.962745628891305
"6",6,0.932349547519119
"7",7,0.800188327513395
"8",8,0.838813987950719
"9",9,0.83002832419349
"10",10,0.937684681069809
"11",11,0.798679510142667
"12",12,0.869420227657171
"13",13,0.698229420625807
"14",14,0.881621171282766
"15",15,0.907509912083509
"16",16,0.880336833331235
"17",17,0.785359517911402
"18",18,0.670134543388092
"19",19,0.962974569886198
"20",20,0.638649971647157
"21",21,0.968389447960122
"22",22,0.990375175184001
"23",23,0.942759348211357
"24",24,0.773626544689011
"25",25,0.874003208684496
"26",26,0.868638896041502
"27",27,0.949148067432611
"28",28,0.730575635909669
"29",29,0.891732889963375
"30",30,0.957012381728041
"31",31,0.750670959742194
"32",32,0.891724038311514
"33",33,0.894980212440241
"34",34,0.909809692676374
"35",35,0.914977998330672
"36",36,0.836275532988003
"37",37,0.910816639227099
"38",38,0.85269202799793
"39",39,0.831130436169075
"40",40,0.959020339122592
"41",41,0.944697299339611
"42",42,0.769471085799849
"43",43,0.977195503816397
"44",44,0.683321351702677
"45",45,0.937853541291995
"46",46,0.953158607710159
"47",47,0.983130834080722
"48",48,0.9523158211945
"49",49,0.89005697205231
"50",50,0.955516163501815
"51",51,0.938974890307282
"52",52,0.89039217382916
"53",53,0.956223590844519
"54",54,0.889349600597081
"55",55,0.959831929493554
"56",56,0.847542039581079
"57",57,0.957990404644686
"58",58,0.830883408423599
"59",59,0.883464084725671
"60",60,0.913500770619394
"61",61,0.982969856416598
"62",62,0.800855161737237
"63",63,0.568318913154606
"64",64,0.966681760441613
"65",65,0.781765894656614
"66",66,0.940080911560232
"67",67,0.89136133981398
"68",68,0.916930037192254
"69",69,0.944402580094324
"70",70,0.890258161136509
"71",71,0.857521659270809
"72",72,0.991166246817831
"73",73,0.906959576947347
"74",74,0.949113361284211
"75",75,0.946968122448828
"76",76,0.965061064679325
"77",77,0.929748035765483
"78",78,0.940341613003803
"79",79,0.950253189267495
"80",80,0.880270656954894
"81",81,0.972123433030698
"82",82,0.798423907244286
"83",83,0.79419437498935
"84",84,0.876738998587291
"85",85,0.866185712568883
"86",86,0.860195460704315
"87",87,0.979834203798037
"88",88,0.991562634414144
"89",89,0.862233026594733
"90",90,0.967040080155292
"91",91,0.899750497655818
"92",92,0.901447181821637
"93",93,0.881193285859512
"94",94,0.918556165388934
"95",95,0.784202907749737
"96",96,0.930328360204951
"97",97,0.787435749487187
"98",98,0.838543475854355
"99",99,0.914321871309726
"100",100,0.975405151449483
"101",101,0.928154428575169
"102",102,0.874197761816576
"103",103,0.882987539722264
"104",104,0.677231199243584
"105",105,0.853921428908838
"106",106,0.81291494259279
"107",107,0.857949487273658
"108",108,0.955135862415499
"109",109,0.970978824822381
"110",110,0.955568866380091
"111",111,0.829421789744603
"112",112,0.849664829050501
"113",113,0.8921845223665
"114",114,0.686391723966051
"115",115,0.768193148079046
"116",116,0.951100274466683
"117",117,0.938088744456187
"118",118,0.899555142663956
"119",119,0.93537003927746
"120",120,0.854042548859464
"121",121,0.759839896380105
"122",122,0.922358620733829
"123",123,0.95181819271168
"124",124,0.678190041273906
"125",125,0.915733678072973
"126",126,0.98336585900256
"127",127,0.952894498469207
"128",128,0.808473893009878
"129",129,0.957358944899722
"130",130,0.826120276163997
"131",131,0.918405985195492
"132",132,0.987745559777834
"133",133,0.925675650307563
"134",134,0.700154090200243
"135",135,0.952452303328851
"136",136,0.868947855775183
"137",137,0.840757119444719
"138",138,0.840289775536962
"139",139,0.885416697308472
"140",140,0.929875594091663
"141",141,0.956957877926956
"142",142,0.910104472549621
"143",143,0.954127573498126
"144",144,0.834665553278954
"145",145,0.847718062345529
"146",146,0.882530351321826
"147",147,0.980513317869456
"148",148,0.976464976885065
"149",149,0.897981050013464
"150",150,0.959113347293346
"151",151,0.916898688142104
"152",152,0.830970900286464
"153",153,0.884040282037994
"154",154,0.941682832840085
"155",155,0.760185156241725
"156",156,0.756854885837954
"157",157,0.821012534550608
"158",158,0.974805544599678
"159",159,0.894805944738767
"160",160,0.930587183495746
"161",161,0.880715549047284
"162",162,0.948492284789788
"163",163,0.91041842589025
"164",164,0.791793340963625
"165",165,0.930601042421408
"166",166,0.928165804118207
"167",167,0.91105501156137
"168",168,0.580619179309462
"169",169,0.97058174088489
"170",170,0.859689164118077
"171",171,0.911529758163598
"172",172,0.858400844725771
"173",173,0.888138305638601
"174",174,0.976022836532518
"175",175,0.893086761315817
"176",176,0.878289517936202
"177",177,0.948581986268583
"178",178,0.95553129666531
"179",179,0.899765301311718
"180",180,0.958938249335165
